Y2018,Y2013,Y2008,Y2003,Y1998,Y1993,Frequency
Atypical,Atypical,Thrilling,Thrilling,Simulation,Game,0
Thrilling,Atypical,Thrilling,Thrilling,Simulation,Game,0
Tactical,Explorative,Thrilling,Thrilling,Simulation,Game,0
Typical,Explorative,Thrilling,Thrilling,Simulation,Game,0
Atypical,Explorative,Thrilling,Thrilling,Simulation,Game,0
Thrilling,Explorative,Thrilling,Thrilling,Simulation,Game,0
Tactical,Thrilling,Thrilling,Thrilling,Simulation,Game,0
Typical,Thrilling,Thrilling,Thrilling,Simulation,Game,0
Atypical,Thrilling,Thrilling,Thrilling,Simulation,Game,1
Thrilling,Thrilling,Thrilling,Thrilling,Simulation,Game,0
Tactical,Tactical,Thrilling,Thrilling,Simulation,Game,0
Typical,Tactical,Thrilling,Thrilling,Simulation,Game,0
Atypical,Tactical,Thrilling,Thrilling,Simulation,Game,0
Thrilling,Tactical,Thrilling,Thrilling,Simulation,Game,0
Tactical,Antiheroic,Thrilling,Thrilling,Simulation,Game,0
Typical,Antiheroic,Thrilling,Thrilling,Simulation,Game,0
Atypical,Antiheroic,Thrilling,Thrilling,Simulation,Game,0
Thrilling,Antiheroic,Thrilling,Thrilling,Simulation,Game,0
Tactical,Typical,Thrilling,Thrilling,Simulation,Game,0
Typical,Typical,Thrilling,Thrilling,Simulation,Game,0
Atypical,Typical,Thrilling,Thrilling,Simulation,Game,0
Thrilling,Typical,Thrilling,Thrilling,Simulation,Game,0
Tactical,0,Thrilling,Thrilling,Simulation,Game,0
Typical,0,Thrilling,Thrilling,Simulation,Game,0
Atypical,0,Thrilling,Thrilling,Simulation,Game,0
Thrilling,0,Thrilling,Thrilling,Simulation,Game,0
Tactical,Atypical,Action,Thrilling,Simulation,Game,0
Typical,Atypical,Action,Thrilling,Simulation,Game,0
Atypical,Atypical,Action,Thrilling,Simulation,Game,0
Thrilling,Atypical,Action,Thrilling,Simulation,Game,0
Tactical,Explorative,Action,Thrilling,Simulation,Game,0
Typical,Explorative,Action,Thrilling,Simulation,Game,0
Atypical,Explorative,Action,Thrilling,Simulation,Game,0
Thrilling,Explorative,Action,Thrilling,Simulation,Game,0
Tactical,Thrilling,Action,Thrilling,Simulation,Game,0
Typical,Thrilling,Action,Thrilling,Simulation,Game,0
Atypical,Thrilling,Action,Thrilling,Simulation,Game,0
Thrilling,Thrilling,Action,Thrilling,Simulation,Game,0
Tactical,Tactical,Action,Thrilling,Simulation,Game,0
Typical,Tactical,Action,Thrilling,Simulation,Game,0
Atypical,Tactical,Action,Thrilling,Simulation,Game,0
Thrilling,Tactical,Action,Thrilling,Simulation,Game,0
Tactical,Antiheroic,Action,Thrilling,Simulation,Game,0
Typical,Antiheroic,Action,Thrilling,Simulation,Game,0
Atypical,Antiheroic,Action,Thrilling,Simulation,Game,0
Thrilling,Antiheroic,Action,Thrilling,Simulation,Game,0
Tactical,Typical,Action,Thrilling,Simulation,Game,0
Typical,Typical,Action,Thrilling,Simulation,Game,0
Atypical,Typical,Action,Thrilling,Simulation,Game,0
Thrilling,Typical,Action,Thrilling,Simulation,Game,0
Tactical,0,Action,Thrilling,Simulation,Game,0
Typical,0,Action,Thrilling,Simulation,Game,0
Atypical,0,Action,Thrilling,Simulation,Game,0
Thrilling,0,Action,Thrilling,Simulation,Game,0
Tactical,Atypical,Maniac,Thrilling,Simulation,Game,0
Typical,Atypical,Maniac,Thrilling,Simulation,Game,0
Atypical,Atypical,Maniac,Thrilling,Simulation,Game,0
Thrilling,Atypical,Maniac,Thrilling,Simulation,Game,0
Tactical,Explorative,Maniac,Thrilling,Simulation,Game,0
Typical,Explorative,Maniac,Thrilling,Simulation,Game,0
Atypical,Explorative,Maniac,Thrilling,Simulation,Game,0
Thrilling,Explorative,Maniac,Thrilling,Simulation,Game,0
Tactical,Thrilling,Maniac,Thrilling,Simulation,Game,0
Typical,Thrilling,Maniac,Thrilling,Simulation,Game,0
Atypical,Thrilling,Maniac,Thrilling,Simulation,Game,0
Thrilling,Thrilling,Maniac,Thrilling,Simulation,Game,0
Tactical,Tactical,Maniac,Thrilling,Simulation,Game,0
Typical,Tactical,Maniac,Thrilling,Simulation,Game,0
Atypical,Tactical,Maniac,Thrilling,Simulation,Game,0
Thrilling,Tactical,Maniac,Thrilling,Simulation,Game,0
Tactical,Antiheroic,Maniac,Thrilling,Simulation,Game,0
Typical,Antiheroic,Maniac,Thrilling,Simulation,Game,0
Atypical,Antiheroic,Maniac,Thrilling,Simulation,Game,0
Thrilling,Antiheroic,Maniac,Thrilling,Simulation,Game,0
Tactical,Typical,Maniac,Thrilling,Simulation,Game,0
Typical,Typical,Maniac,Thrilling,Simulation,Game,0
Atypical,Typical,Maniac,Thrilling,Simulation,Game,0
Thrilling,Typical,Maniac,Thrilling,Simulation,Game,0
Tactical,0,Maniac,Thrilling,Simulation,Game,0
Typical,0,Maniac,Thrilling,Simulation,Game,0
Atypical,0,Maniac,Thrilling,Simulation,Game,0
Thrilling,0,Maniac,Thrilling,Simulation,Game,0
Tactical,Atypical,0,Thrilling,Simulation,Game,0
Typical,Atypical,0,Thrilling,Simulation,Game,0
Atypical,Atypical,0,Thrilling,Simulation,Game,0
Thrilling,Atypical,0,Thrilling,Simulation,Game,0
Tactical,Explorative,0,Thrilling,Simulation,Game,0
Typical,Explorative,0,Thrilling,Simulation,Game,0
Atypical,Explorative,0,Thrilling,Simulation,Game,0
Thrilling,Explorative,0,Thrilling,Simulation,Game,0
Tactical,Thrilling,0,Thrilling,Simulation,Game,0
Typical,Thrilling,0,Thrilling,Simulation,Game,0
Atypical,Thrilling,0,Thrilling,Simulation,Game,0
Thrilling,Thrilling,0,Thrilling,Simulation,Game,0
Tactical,Tactical,0,Thrilling,Simulation,Game,0
Typical,Tactical,0,Thrilling,Simulation,Game,0
Atypical,Tactical,0,Thrilling,Simulation,Game,0
Thrilling,Tactical,0,Thrilling,Simulation,Game,0
Tactical,Antiheroic,0,Thrilling,Simulation,Game,0
Typical,Antiheroic,0,Thrilling,Simulation,Game,0
Atypical,Antiheroic,0,Thrilling,Simulation,Game,0
Thrilling,Antiheroic,0,Thrilling,Simulation,Game,0
Tactical,Typical,0,Thrilling,Simulation,Game,0
Typical,Typical,0,Thrilling,Simulation,Game,0
Atypical,Typical,0,Thrilling,Simulation,Game,0
Thrilling,Typical,0,Thrilling,Simulation,Game,0
Tactical,0,0,Thrilling,Simulation,Game,0
Typical,0,0,Thrilling,Simulation,Game,0
Atypical,0,0,Thrilling,Simulation,Game,0
Thrilling,0,0,Thrilling,Simulation,Game,0
Tactical,Atypical,Isometric,TPS,Simulation,Game,0
Typical,Atypical,Isometric,TPS,Simulation,Game,0
Atypical,Atypical,Isometric,TPS,Simulation,Game,0
Thrilling,Atypical,Isometric,TPS,Simulation,Game,0
Tactical,Explorative,Isometric,TPS,Simulation,Game,0
Typical,Explorative,Isometric,TPS,Simulation,Game,0
Atypical,Explorative,Isometric,TPS,Simulation,Game,0
Thrilling,Explorative,Isometric,TPS,Simulation,Game,0
Tactical,Thrilling,Isometric,TPS,Simulation,Game,0
Typical,Thrilling,Isometric,TPS,Simulation,Game,0
Atypical,Thrilling,Isometric,TPS,Simulation,Game,0
Thrilling,Thrilling,Isometric,TPS,Simulation,Game,0
Tactical,Tactical,Isometric,TPS,Simulation,Game,0
Typical,Tactical,Isometric,TPS,Simulation,Game,0
Atypical,Tactical,Isometric,TPS,Simulation,Game,0
Thrilling,Tactical,Isometric,TPS,Simulation,Game,0
Tactical,Antiheroic,Isometric,TPS,Simulation,Game,0
Typical,Antiheroic,Isometric,TPS,Simulation,Game,0
Atypical,Antiheroic,Isometric,TPS,Simulation,Game,0
Thrilling,Antiheroic,Isometric,TPS,Simulation,Game,0
Tactical,Typical,Isometric,TPS,Simulation,Game,0
Typical,Typical,Isometric,TPS,Simulation,Game,0
Atypical,Typical,Isometric,TPS,Simulation,Game,0
Thrilling,Typical,Isometric,TPS,Simulation,Game,0
Tactical,0,Isometric,TPS,Simulation,Game,0
Typical,0,Isometric,TPS,Simulation,Game,0
Atypical,0,Isometric,TPS,Simulation,Game,0
Thrilling,0,Isometric,TPS,Simulation,Game,0
Tactical,Atypical,Simulation,TPS,Simulation,Game,0
Typical,Atypical,Simulation,TPS,Simulation,Game,0
Atypical,Atypical,Simulation,TPS,Simulation,Game,0
Thrilling,Atypical,Simulation,TPS,Simulation,Game,0
Tactical,Explorative,Simulation,TPS,Simulation,Game,0
Typical,Explorative,Simulation,TPS,Simulation,Game,0
Atypical,Explorative,Simulation,TPS,Simulation,Game,0
Thrilling,Explorative,Simulation,TPS,Simulation,Game,0
Tactical,Thrilling,Simulation,TPS,Simulation,Game,0
Typical,Thrilling,Simulation,TPS,Simulation,Game,0
Atypical,Thrilling,Simulation,TPS,Simulation,Game,0
Thrilling,Thrilling,Simulation,TPS,Simulation,Game,0
Tactical,Tactical,Simulation,TPS,Simulation,Game,0
Typical,Tactical,Simulation,TPS,Simulation,Game,0
Atypical,Tactical,Simulation,TPS,Simulation,Game,0
Thrilling,Tactical,Simulation,TPS,Simulation,Game,0
Tactical,Antiheroic,Simulation,TPS,Simulation,Game,0
Typical,Antiheroic,Simulation,TPS,Simulation,Game,0
Atypical,Antiheroic,Simulation,TPS,Simulation,Game,0
Thrilling,Antiheroic,Simulation,TPS,Simulation,Game,0
Tactical,Typical,Simulation,TPS,Simulation,Game,0
Typical,Typical,Simulation,TPS,Simulation,Game,0
Atypical,Typical,Simulation,TPS,Simulation,Game,0
Thrilling,Typical,Simulation,TPS,Simulation,Game,0
Tactical,0,Simulation,TPS,Simulation,Game,0
Typical,0,Simulation,TPS,Simulation,Game,0
Atypical,0,Simulation,TPS,Simulation,Game,0
Thrilling,0,Simulation,TPS,Simulation,Game,0
Tactical,Atypical,Mixed,TPS,Simulation,Game,0
Typical,Atypical,Mixed,TPS,Simulation,Game,0
Atypical,Atypical,Mixed,TPS,Simulation,Game,1
Thrilling,Atypical,Mixed,TPS,Simulation,Game,0
Tactical,Explorative,Mixed,TPS,Simulation,Game,0
Typical,Explorative,Mixed,TPS,Simulation,Game,0
Atypical,Explorative,Mixed,TPS,Simulation,Game,0
Thrilling,Explorative,Mixed,TPS,Simulation,Game,0
Tactical,Thrilling,Mixed,TPS,Simulation,Game,0
Typical,Thrilling,Mixed,TPS,Simulation,Game,0
Atypical,Thrilling,Mixed,TPS,Simulation,Game,0
Thrilling,Thrilling,Mixed,TPS,Simulation,Game,0
Tactical,Tactical,Mixed,TPS,Simulation,Game,0
Typical,Tactical,Mixed,TPS,Simulation,Game,0
Atypical,Tactical,Mixed,TPS,Simulation,Game,0
Thrilling,Tactical,Mixed,TPS,Simulation,Game,0
Tactical,Antiheroic,Mixed,TPS,Simulation,Game,0
Typical,Antiheroic,Mixed,TPS,Simulation,Game,0
Atypical,Antiheroic,Mixed,TPS,Simulation,Game,0
Thrilling,Antiheroic,Mixed,TPS,Simulation,Game,0
Tactical,Typical,Mixed,TPS,Simulation,Game,0
Typical,Typical,Mixed,TPS,Simulation,Game,0
Atypical,Typical,Mixed,TPS,Simulation,Game,0
Thrilling,Typical,Mixed,TPS,Simulation,Game,0
Tactical,0,Mixed,TPS,Simulation,Game,0
Typical,0,Mixed,TPS,Simulation,Game,0
Atypical,0,Mixed,TPS,Simulation,Game,0
Thrilling,0,Mixed,TPS,Simulation,Game,0
Tactical,Atypical,Thrilling,TPS,Simulation,Game,0
Typical,Atypical,Thrilling,TPS,Simulation,Game,0
Atypical,Atypical,Thrilling,TPS,Simulation,Game,0
Thrilling,Atypical,Thrilling,TPS,Simulation,Game,0
Tactical,Explorative,Thrilling,TPS,Simulation,Game,0
Typical,Explorative,Thrilling,TPS,Simulation,Game,0
Atypical,Explorative,Thrilling,TPS,Simulation,Game,0
Thrilling,Explorative,Thrilling,TPS,Simulation,Game,0
Tactical,Thrilling,Thrilling,TPS,Simulation,Game,0
Typical,Thrilling,Thrilling,TPS,Simulation,Game,0
Atypical,Thrilling,Thrilling,TPS,Simulation,Game,0
Thrilling,Thrilling,Thrilling,TPS,Simulation,Game,0
Tactical,Tactical,Thrilling,TPS,Simulation,Game,0
Typical,Tactical,Thrilling,TPS,Simulation,Game,0
Atypical,Tactical,Thrilling,TPS,Simulation,Game,0
Thrilling,Tactical,Thrilling,TPS,Simulation,Game,0
Tactical,Antiheroic,Thrilling,TPS,Simulation,Game,0
Typical,Antiheroic,Thrilling,TPS,Simulation,Game,0
Atypical,Antiheroic,Thrilling,TPS,Simulation,Game,0
Thrilling,Antiheroic,Thrilling,TPS,Simulation,Game,0
Tactical,Typical,Thrilling,TPS,Simulation,Game,0
Typical,Typical,Thrilling,TPS,Simulation,Game,0
Atypical,Typical,Thrilling,TPS,Simulation,Game,0
Thrilling,Typical,Thrilling,TPS,Simulation,Game,0
Tactical,0,Thrilling,TPS,Simulation,Game,0
Typical,0,Thrilling,TPS,Simulation,Game,0
Atypical,0,Thrilling,TPS,Simulation,Game,0
Thrilling,0,Thrilling,TPS,Simulation,Game,0
Tactical,Atypical,Action,TPS,Simulation,Game,0
Typical,Atypical,Action,TPS,Simulation,Game,0
Atypical,Atypical,Action,TPS,Simulation,Game,0
Thrilling,Atypical,Action,TPS,Simulation,Game,0
Tactical,Explorative,Action,TPS,Simulation,Game,0
Typical,Explorative,Action,TPS,Simulation,Game,0
Atypical,Explorative,Action,TPS,Simulation,Game,0
Thrilling,Explorative,Action,TPS,Simulation,Game,0
Tactical,Thrilling,Action,TPS,Simulation,Game,0
Typical,Thrilling,Action,TPS,Simulation,Game,0
Atypical,Thrilling,Action,TPS,Simulation,Game,0
Thrilling,Thrilling,Action,TPS,Simulation,Game,0
Tactical,Tactical,Action,TPS,Simulation,Game,0
Typical,Tactical,Action,TPS,Simulation,Game,0
Atypical,Tactical,Action,TPS,Simulation,Game,0
Thrilling,Tactical,Action,TPS,Simulation,Game,0
Tactical,Antiheroic,Action,TPS,Simulation,Game,0
Typical,Antiheroic,Action,TPS,Simulation,Game,0
Atypical,Antiheroic,Action,TPS,Simulation,Game,0
Thrilling,Antiheroic,Action,TPS,Simulation,Game,0
Tactical,Typical,Action,TPS,Simulation,Game,0
Typical,Typical,Action,TPS,Simulation,Game,0
Atypical,Typical,Action,TPS,Simulation,Game,0
Thrilling,Typical,Action,TPS,Simulation,Game,0
Tactical,0,Action,TPS,Simulation,Game,0
Typical,0,Action,TPS,Simulation,Game,0
Atypical,0,Action,TPS,Simulation,Game,0
Thrilling,0,Action,TPS,Simulation,Game,0
Tactical,Atypical,Maniac,TPS,Simulation,Game,0
Typical,Atypical,Maniac,TPS,Simulation,Game,0
Atypical,Atypical,Maniac,TPS,Simulation,Game,0
Thrilling,Atypical,Maniac,TPS,Simulation,Game,0
Tactical,Explorative,Maniac,TPS,Simulation,Game,0
Typical,Explorative,Maniac,TPS,Simulation,Game,0
Atypical,Explorative,Maniac,TPS,Simulation,Game,0
Thrilling,Explorative,Maniac,TPS,Simulation,Game,0
Tactical,Thrilling,Maniac,TPS,Simulation,Game,0
Typical,Thrilling,Maniac,TPS,Simulation,Game,0
Atypical,Thrilling,Maniac,TPS,Simulation,Game,0
Thrilling,Thrilling,Maniac,TPS,Simulation,Game,0
Tactical,Tactical,Maniac,TPS,Simulation,Game,0
Typical,Tactical,Maniac,TPS,Simulation,Game,0
Atypical,Tactical,Maniac,TPS,Simulation,Game,0
Thrilling,Tactical,Maniac,TPS,Simulation,Game,0
Tactical,Antiheroic,Maniac,TPS,Simulation,Game,0
Typical,Antiheroic,Maniac,TPS,Simulation,Game,0
Atypical,Antiheroic,Maniac,TPS,Simulation,Game,0
Thrilling,Antiheroic,Maniac,TPS,Simulation,Game,0
Tactical,Typical,Maniac,TPS,Simulation,Game,0
Typical,Typical,Maniac,TPS,Simulation,Game,0
Atypical,Typical,Maniac,TPS,Simulation,Game,0
Thrilling,Typical,Maniac,TPS,Simulation,Game,0
Tactical,0,Maniac,TPS,Simulation,Game,0
Typical,0,Maniac,TPS,Simulation,Game,0
Atypical,0,Maniac,TPS,Simulation,Game,0
Thrilling,0,Maniac,TPS,Simulation,Game,0
Tactical,Atypical,0,TPS,Simulation,Game,0
Typical,Atypical,0,TPS,Simulation,Game,0
Atypical,Atypical,0,TPS,Simulation,Game,0
Thrilling,Atypical,0,TPS,Simulation,Game,0
Tactical,Explorative,0,TPS,Simulation,Game,0
Typical,Explorative,0,TPS,Simulation,Game,0
Atypical,Explorative,0,TPS,Simulation,Game,0
Thrilling,Explorative,0,TPS,Simulation,Game,0
Tactical,Thrilling,0,TPS,Simulation,Game,0
Typical,Thrilling,0,TPS,Simulation,Game,0
Atypical,Thrilling,0,TPS,Simulation,Game,0
Thrilling,Thrilling,0,TPS,Simulation,Game,0
Tactical,Tactical,0,TPS,Simulation,Game,0
Typical,Tactical,0,TPS,Simulation,Game,0
Atypical,Tactical,0,TPS,Simulation,Game,0
Thrilling,Tactical,0,TPS,Simulation,Game,0
Tactical,Antiheroic,0,TPS,Simulation,Game,0
Typical,Antiheroic,0,TPS,Simulation,Game,0
Atypical,Antiheroic,0,TPS,Simulation,Game,0
Thrilling,Antiheroic,0,TPS,Simulation,Game,0
Tactical,Typical,0,TPS,Simulation,Game,0
Typical,Typical,0,TPS,Simulation,Game,0
Atypical,Typical,0,TPS,Simulation,Game,0
Thrilling,Typical,0,TPS,Simulation,Game,0
Tactical,0,0,TPS,Simulation,Game,0
Typical,0,0,TPS,Simulation,Game,0
Atypical,0,0,TPS,Simulation,Game,0
Thrilling,0,0,TPS,Simulation,Game,0
Tactical,Atypical,Isometric,FPS,Simulation,Game,0
Typical,Atypical,Isometric,FPS,Simulation,Game,0
Atypical,Atypical,Isometric,FPS,Simulation,Game,0
Thrilling,Atypical,Isometric,FPS,Simulation,Game,0
Tactical,Explorative,Isometric,FPS,Simulation,Game,0
Typical,Explorative,Isometric,FPS,Simulation,Game,0
Atypical,Explorative,Isometric,FPS,Simulation,Game,0
Thrilling,Explorative,Isometric,FPS,Simulation,Game,0
Tactical,Thrilling,Isometric,FPS,Simulation,Game,0
Typical,Thrilling,Isometric,FPS,Simulation,Game,0
Atypical,Thrilling,Isometric,FPS,Simulation,Game,0
Thrilling,Thrilling,Isometric,FPS,Simulation,Game,0
Tactical,Tactical,Isometric,FPS,Simulation,Game,0
Typical,Tactical,Isometric,FPS,Simulation,Game,0
Atypical,Tactical,Isometric,FPS,Simulation,Game,0
Thrilling,Tactical,Isometric,FPS,Simulation,Game,0
Tactical,Antiheroic,Isometric,FPS,Simulation,Game,0
Typical,Antiheroic,Isometric,FPS,Simulation,Game,0
Atypical,Antiheroic,Isometric,FPS,Simulation,Game,0
Thrilling,Antiheroic,Isometric,FPS,Simulation,Game,0
Tactical,Typical,Isometric,FPS,Simulation,Game,0
Typical,Typical,Isometric,FPS,Simulation,Game,0
Atypical,Typical,Isometric,FPS,Simulation,Game,0
Thrilling,Typical,Isometric,FPS,Simulation,Game,0
Tactical,0,Isometric,FPS,Simulation,Game,0
Typical,0,Isometric,FPS,Simulation,Game,0
Atypical,0,Isometric,FPS,Simulation,Game,0
Thrilling,0,Isometric,FPS,Simulation,Game,0
Tactical,Atypical,Simulation,FPS,Simulation,Game,0
Typical,Atypical,Simulation,FPS,Simulation,Game,0
Atypical,Atypical,Simulation,FPS,Simulation,Game,0
Thrilling,Atypical,Simulation,FPS,Simulation,Game,0
Tactical,Explorative,Simulation,FPS,Simulation,Game,0
Typical,Explorative,Simulation,FPS,Simulation,Game,0
Atypical,Explorative,Simulation,FPS,Simulation,Game,0
Thrilling,Explorative,Simulation,FPS,Simulation,Game,0
Tactical,Thrilling,Simulation,FPS,Simulation,Game,0
Typical,Thrilling,Simulation,FPS,Simulation,Game,0
Atypical,Thrilling,Simulation,FPS,Simulation,Game,0
Thrilling,Thrilling,Simulation,FPS,Simulation,Game,0
Tactical,Tactical,Simulation,FPS,Simulation,Game,0
Typical,Tactical,Simulation,FPS,Simulation,Game,0
Atypical,Tactical,Simulation,FPS,Simulation,Game,0
Thrilling,Tactical,Simulation,FPS,Simulation,Game,0
Tactical,Antiheroic,Simulation,FPS,Simulation,Game,0
Typical,Antiheroic,Simulation,FPS,Simulation,Game,0
Atypical,Antiheroic,Simulation,FPS,Simulation,Game,0
Thrilling,Antiheroic,Simulation,FPS,Simulation,Game,0
Tactical,Typical,Simulation,FPS,Simulation,Game,0
Typical,Typical,Simulation,FPS,Simulation,Game,0
Atypical,Typical,Simulation,FPS,Simulation,Game,0
Thrilling,Typical,Simulation,FPS,Simulation,Game,0
Tactical,0,Simulation,FPS,Simulation,Game,0
Typical,0,Simulation,FPS,Simulation,Game,0
Atypical,0,Simulation,FPS,Simulation,Game,0
Thrilling,0,Simulation,FPS,Simulation,Game,0
Tactical,Atypical,Mixed,FPS,Simulation,Game,0
Typical,Atypical,Mixed,FPS,Simulation,Game,0
Atypical,Atypical,Mixed,FPS,Simulation,Game,0
Thrilling,Atypical,Mixed,FPS,Simulation,Game,0
Tactical,Explorative,Mixed,FPS,Simulation,Game,0
Typical,Explorative,Mixed,FPS,Simulation,Game,0
Atypical,Explorative,Mixed,FPS,Simulation,Game,0
Thrilling,Explorative,Mixed,FPS,Simulation,Game,0
Tactical,Thrilling,Mixed,FPS,Simulation,Game,0
Typical,Thrilling,Mixed,FPS,Simulation,Game,0
Atypical,Thrilling,Mixed,FPS,Simulation,Game,0
Thrilling,Thrilling,Mixed,FPS,Simulation,Game,0
Tactical,Tactical,Mixed,FPS,Simulation,Game,0
Typical,Tactical,Mixed,FPS,Simulation,Game,0
Atypical,Tactical,Mixed,FPS,Simulation,Game,0
Thrilling,Tactical,Mixed,FPS,Simulation,Game,0
Tactical,Antiheroic,Mixed,FPS,Simulation,Game,0
Typical,Antiheroic,Mixed,FPS,Simulation,Game,0
Atypical,Antiheroic,Mixed,FPS,Simulation,Game,0
Thrilling,Antiheroic,Mixed,FPS,Simulation,Game,0
Tactical,Typical,Mixed,FPS,Simulation,Game,0
Typical,Typical,Mixed,FPS,Simulation,Game,0
Atypical,Typical,Mixed,FPS,Simulation,Game,0
Thrilling,Typical,Mixed,FPS,Simulation,Game,0
Tactical,0,Mixed,FPS,Simulation,Game,0
Typical,0,Mixed,FPS,Simulation,Game,0
Atypical,0,Mixed,FPS,Simulation,Game,0
Thrilling,0,Mixed,FPS,Simulation,Game,0
Tactical,Atypical,Thrilling,FPS,Simulation,Game,0
Typical,Atypical,Thrilling,FPS,Simulation,Game,0
Atypical,Atypical,Thrilling,FPS,Simulation,Game,0
Thrilling,Atypical,Thrilling,FPS,Simulation,Game,0
Tactical,Explorative,Thrilling,FPS,Simulation,Game,0
Typical,Explorative,Thrilling,FPS,Simulation,Game,0
Atypical,Explorative,Thrilling,FPS,Simulation,Game,0
Thrilling,Explorative,Thrilling,FPS,Simulation,Game,0
